Lot ID,Material,Weight,Quoted price,Final price,Recycler,Status,Date/time,Location,Payment status
LOT260120017933,Glass,30.06 kg,₹110.48,₹108.66,ReTech Warangal Recycler Hub 0883,Completed,20-01-2026 05:47,Warangal,Pending
LOT260120007704,Motor,34.42 kg,"₹3,641.80","₹3,693.53",RenewTech Aizawl Green Processing 2987,Completed,20-01-2026 06:36,Aizawl,Paid
LOT260120011209,Television,42.17 kg,"₹1,376.42","₹1,409.44",ReTech Bengaluru Recycler Hub 0283,Pending Pickup,20-01-2026 06:50,Bengaluru,Pending
LOT260120002193,Magnet Assembly,8.19 kg,"₹1,194.15","₹1,168.05",WasteWise Bengaluru Materials Recycling 1618,Cancelled,20-01-2026 07:06,Bengaluru,Not Applicable
LOT260120007463,Motor,7.28 kg,₹568.94,₹565.05,CircularGrid Noida Sustainable Recycling 3659,Pending Pickup,20-01-2026 07:44,Noida,Pending
LOT260120017243,Cable,20.77 kg,"₹8,779.06","₹8,419.47",RenewTech Bareilly Green Processing 3707,Handover Confirmed,20-01-2026 07:51,Bareilly,Paid
LOT260120005154,LCD Panel,8.84 kg,₹419.05,₹384.93,ScrapSmart Kolhapur Resource Recovery 3536,Completed,20-01-2026 07:58,Kolhapur,Paid
LOT260120017181,Keyboard,0.74 kg,₹20.51,₹18.89,ReTech Lucknow Recycler Hub 2963,Completed,20-01-2026 08:20,Lucknow,Partial Payment
LOT260120007708,Mobile,0.95 kg,₹209.19,₹214.66,RecyclePro Gaya Recycling Services 1811,Pending Pickup,20-01-2026 08:23,Gaya,Pending
LOT260120016151,Mixed Metal,48.1 kg,"₹2,029.06","₹2,137.39",CleanEarth Patiala Recovery Centre 1944,Completed,20-01-2026 08:26,Patiala,Paid
LOT260120014547,Television,12.15 kg,₹131.23,₹135.84,CircularGrid Solapur Sustainable Recycling 3359,Pending Pickup,20-01-2026 08:31,Solapur,Pending
LOT260120018800,Mouse,1.76 kg,₹105.08,₹107.98,GreenBridge Gangtok Collection & Recycling 1120,Handover Confirmed,20-01-2026 08:54,Gangtok,Pending
LOT260120017974,Mouse,1.49 kg,₹96.90,₹97.18,GreenLoop Visakhapatnam E-Waste Solutions 1622,Completed,20-01-2026 08:55,Visakhapatnam,Pending
LOT260120000008,CRT,7.24 kg,₹142.67,₹144.08,Circular Mysuru Resource Recovery 0106,Completed,20-01-2026 09:06,Mysuru,Paid
LOT260120014774,Washing Machine,34.35 kg,"₹1,184.77","₹1,249.35",EarthLoop Dhanbad Recycler Hub 4973,Completed,20-01-2026 09:09,Dhanbad,Paid
LOT260120007568,LCD Panel,14.13 kg,₹505.85,₹495.73,RenewTech Kochi Green Processing 1907,Completed,20-01-2026 10:26,Kochi,Paid
LOT260120006486,Battery,22.25 kg,"₹3,711.72","₹3,442.80",RecoverX Patna Circular Solutions 2255,Handover Confirmed,20-01-2026 10:27,Patna,Paid
LOT260120013674,Mouse,2.17 kg,₹63.20,₹58.66,GreenBridge Tiruchirappalli Collection & Recycling 4180,Completed,20-01-2026 10:40,Tiruchirappalli,Paid
LOT260120008327,Mouse,0.97 kg,₹42.45,₹43.97,GreenBridge Vijayawada Collection & Recycling 2600,Completed,20-01-2026 10:52,Vijayawada,Paid
LOT260120010440,Battery,8.68 kg,"₹1,404.05","₹1,330.87",UrbanRecycle Meerut Sustainable Recycling 1569,Completed,20-01-2026 10:58,Meerut,Pending
LOT260120019752,Keyboard,1.77 kg,₹60.04,₹59.27,WasteWise Sambalpur Materials Recycling 4798,Completed,20-01-2026 11:37,Sambalpur,Paid
LOT260120006812,Motor,1.21 kg,₹101.39,₹92.51,EcoCycle Udaipur Recycling Services 0061,Pending Pickup,20-01-2026 12:36,Udaipur,Pending
LOT260120008553,Mixed Metal,2.55 kg,₹168.28,₹161.79,EcoCycle Kozhikode Recycling Services 4401,Completed,20-01-2026 12:59,Kozhikode,Paid
LOT260120011977,Microwave,8.5 kg,₹230.90,₹229.96,EnviroCycle Gwalior E-Waste Solutions 0952,Cancelled,20-01-2026 13:16,Gwalior,Not Applicable
LOT260120009428,Cable,48.24 kg,"₹16,469.46","₹16,283.86",UrbanRecycle Jaipur Sustainable Recycling 1969,Completed,20-01-2026 13:20,Jaipur,Partial Payment
LOT260120015690,Television,42.64 kg,₹567.23,₹599.82,EcoCycle Solapur Recycling Services 1401,Completed,20-01-2026 13:41,Solapur,Paid
LOT260120015305,Microwave,10.07 kg,₹206.23,₹227.44,UrbanRecycle Hyderabad Sustainable Recycling 3489,Quoted,20-01-2026 13:43,Hyderabad,Pending
LOT260120014070,CRT,23.16 kg,₹310.80,₹288.85,EcoLink Raipur Collection & Recycling 3830,Completed,20-01-2026 13:52,Raipur,Paid
LOT260120014280,Mixed Plastic,27.38 kg,₹863.45,₹827.83,RecoverX Surat Circular Solutions 2595,Completed,20-01-2026 13:53,Surat,Paid
LOT260120010402,Glass,38.91 kg,₹266.61,₹268.88,EcoRecover Ludhiana Green Processing 4937,Handover Confirmed,20-01-2026 14:00,Ludhiana,Pending
LOT260120006748,Printer,10.42 kg,₹92.59,₹87.01,EnviroCycle Bengaluru E-Waste Solutions 0372,Cancelled,20-01-2026 14:05,Bengaluru,Not Applicable
LOT260120012068,Mobile,1.53 kg,₹375.91,₹396.51,CircularGrid Coimbatore Sustainable Recycling 4739,Completed,20-01-2026 14:17,Coimbatore,Paid
LOT260120013229,Printer,10.24 kg,₹268.54,₹251.15,ScrapSmart Patiala Resource Recovery 2656,Pending Pickup,20-01-2026 14:45,Patiala,Pending
LOT260120013056,Cable,28.01 kg,"₹12,259.45","₹10,320.23",EcoRecover Salem Green Processing 0797,Completed,20-01-2026 14:47,Salem,Partial Payment
LOT260120014153,Television,19.24 kg,₹351.40,₹362.04,RecyclePro Asansol Recycling Services 3471,Completed,20-01-2026 14:47,Asansol,Paid
LOT260120006744,Battery,14.16 kg,"₹2,556.97","₹2,476.64",EcoRecover Madurai Green Processing 0557,Pending Pickup,20-01-2026 14:52,Madurai,Pending
LOT260120002444,PCB,8.61 kg,"₹3,892.69","₹3,889.29",EnviroCycle Nellore E-Waste Solutions 4712,Cancelled,20-01-2026 14:55,Nellore,Not Applicable
LOT260120011797,PCB,7.47 kg,"₹3,034.98","₹2,868.06",ScrapSmart Jalandhar Resource Recovery 4256,Completed,20-01-2026 15:16,Jalandhar,Paid
LOT260120002143,Microwave,16.13 kg,₹152.95,₹142.78,EcoLink Lucknow Collection & Recycling 3230,Handover Confirmed,20-01-2026 15:35,Lucknow,Paid
LOT260120011514,Mixed Metal,48.57 kg,"₹1,622.63","₹1,679.70",RenewTech Kanpur Green Processing 0027,Quoted,20-01-2026 16:04,Kanpur,Pending
LOT260120016877,Television,34.02 kg,₹372.63,₹385.94,UrbanRecycle Karnal Sustainable Recycling 3009,Completed,20-01-2026 16:11,Karnal,Partial Payment
LOT260120015755,Keyboard,2.42 kg,₹39.79,₹41.86,ReTech Warangal Recycler Hub 0883,Completed,20-01-2026 16:17,Warangal,Paid
LOT260120017316,Cable,4.82 kg,"₹1,836.39","₹1,770.74",ReTech Udaipur Recycler Hub 3443,Completed,20-01-2026 17:05,Udaipur,Paid
LOT260120008210,Cable,17.42 kg,"₹6,662.72","₹6,624.70",RecoverX Tirupati Circular Solutions 4355,Cancelled,20-01-2026 17:40,Tirupati,Not Applicable
LOT260120010810,Mixed Metal,46.54 kg,"₹2,760.68","₹2,727.88",Circular Delhi Resource Recovery 1166,Completed,20-01-2026 17:53,Delhi,Pending
LOT260120000270,Motor,6.13 kg,₹611.68,₹586.82,GreenCircuit Bilaspur Materials Recycling 4988,Quoted,20-01-2026 18:01,Bilaspur,Pending
LOT260120007589,Motor,7.27 kg,₹579.76,₹574.96,RecyclePro Aizawl Recycling Services 0851,Handover Confirmed,20-01-2026 18:02,Aizawl,Paid
LOT260120013855,LCD Panel,2.23 kg,₹166.68,₹168.55,EcoLink Faridabad Collection & Recycling 0870,Completed,20-01-2026 18:14,Faridabad,Paid
LOT260120019257,Mixed Metal,16.16 kg,₹651.55,₹645.50,RecyclePro Thiruvananthapuram Recycling Services 4311,Completed,20-01-2026 18:19,Thiruvananthapuram,Paid
LOT260120010414,Printer,5.7 kg,₹166.87,₹175.13,GreenBridge Coimbatore Collection & Recycling 1980,Pending Pickup,20-01-2026 18:33,Coimbatore,Pending
LOT260120018423,Mixed Metal,44.19 kg,"₹1,835.40","₹1,685.17",EcoCycle Bengaluru Recycling Services 0461,Cancelled,20-01-2026 18:47,Bengaluru,Not Applicable
LOT260120000523,Motor,10.94 kg,₹927.30,₹915.41,GreenCircuit Ranchi Materials Recycling 3948,Completed,20-01-2026 18:52,Ranchi,Paid
LOT260120010002,Mouse,1.86 kg,₹89.36,₹92.34,WasteWise Cuttack Materials Recycling 2438,Completed,20-01-2026 19:02,Cuttack,Paid
LOT260120019366,Motor,6.0 kg,₹508.44,₹468.66,ScrapSmart Kolkata Resource Recovery 2516,Handover Confirmed,20-01-2026 19:34,Kolkata,Paid
LOT260120003025,LCD Panel,13.8 kg,₹878.13,₹871.43,Circular Mysuru Resource Recovery 3666,Completed,20-01-2026 20:42,Mysuru,Paid
LOT260120016918,Motor,16.93 kg,"₹1,296.47","₹1,178.46",EcoRecover Warangal Green Processing 4977,Completed,20-01-2026 20:50,Warangal,Paid
LOT260120001511,PCB,2.34 kg,"₹1,247.78","₹1,264.29",E-Waste Nashik Circular Solutions 1165,Cancelled,20-01-2026 21:20,Nashik,Not Applicable
LOT260120012828,Mouse,2.93 kg,₹154.62,₹149.74,RecyclePro Gurugram Recycling Services 4431,Completed,20-01-2026 21:44,Gurugram,Paid
LOT260120013500,Washing Machine,69.87 kg,₹958.59,₹927.11,RenewTech Varanasi Green Processing 4567,Completed,20-01-2026 21:45,Varanasi,Paid
LOT260120019795,Mouse,1.4 kg,₹94.65,₹96.23,RecyclePro Bhavnagar Recycling Services 2471,Completed,20-01-2026 22:13,Bhavnagar,Paid
LOT260120004234,Keyboard,4.94 kg,₹128.20,₹116.73,ReTech Sambalpur Recycler Hub 1683,Completed,20-01-2026 22:14,Sambalpur,Paid
LOT260120003290,Television,25.4 kg,₹621.50,₹620.62,E-Waste Bilaspur Circular Solutions 0805,Completed,20-01-2026 22:21,Bilaspur,Paid
LOT260120009516,Mouse,1.64 kg,₹92.94,₹89.79,CleanEarth Rajkot Recovery Centre 4784,Completed,20-01-2026 23:35,Rajkot,Paid
LOT260120008203,Glass,14.37 kg,₹32.19,₹33.83,RecoverX Salem Circular Solutions 4535,Completed,20-01-2026 23:40,Salem,Pending
LOT260120008391,Magnet Assembly,18.13 kg,"₹2,351.54","₹2,406.02",EcoCycle Gangtok Recycling Services 0141,Handover Confirmed,20-01-2026 23:51,Gangtok,Paid
LOT260120000322,Battery,6.48 kg,₹493.96,₹430.97,GreenMine Srinagar Recovery Centre 0314,Handover Confirmed,20-01-2026 23:52,Srinagar,Paid
LOT260121005928,PCB,1.62 kg,₹741.89,₹762.44,UrbanRecycle Dehradun Sustainable Recycling 0489,Completed,21-01-2026 00:15,Dehradun,Paid
LOT260121013215,Washing Machine,31.11 kg,₹773.08,₹705.29,GreenLoop Agra E-Waste Solutions 2282,Pending Pickup,21-01-2026 00:21,Agra,Pending
LOT260121016749,LCD Panel,17.04 kg,"₹1,036.09","₹1,066.85",RenewTech Thiruvananthapuram Green Processing 1107,Completed,21-01-2026 00:51,Thiruvananthapuram,Paid
LOT260121017996,Television,46.12 kg,"₹1,357.91","₹1,113.49",CleanEarth Panaji Recovery Centre 1744,Completed,21-01-2026 00:58,Panaji,Paid
LOT260121009364,Mixed Plastic,73.39 kg,₹866.64,₹853.72,EcoRecover Nagpur Green Processing 4277,Pending Pickup,21-01-2026 01:06,Nagpur,Pending
LOT260121014218,Mobile,4.73 kg,₹751.46,₹696.76,GreenBridge Kolkata Collection & Recycling 3940,Completed,21-01-2026 01:25,Kolkata,Partial Payment
LOT260121011442,Motor,3.92 kg,₹335.41,₹347.57,EcoRecover Guwahati Green Processing 4397,Pending Pickup,21-01-2026 01:36,Guwahati,Pending
LOT260121008070,Glass,12.14 kg,₹37.41,₹39.25,UrbanRecycle Jaipur Sustainable Recycling 0189,Completed,21-01-2026 01:40,Jaipur,Paid
LOT260121004884,Mixed Metal,76.85 kg,"₹6,061.53","₹6,084.80",GreenMine Sambalpur Recovery Centre 3374,Handover Confirmed,21-01-2026 01:41,Sambalpur,Paid
LOT260121008224,Mobile,5.9 kg,"₹1,610.12","₹1,777.99",EcoCycle Patiala Recycling Services 3101,Completed,21-01-2026 01:49,Patiala,Paid
LOT260121001614,Washing Machine,36.91 kg,"₹1,216.97","₹1,204.74",GreenLoop Tirupati E-Waste Solutions 1062,Handover Confirmed,21-01-2026 01:50,Tirupati,Paid
LOT260121014107,Television,10.48 kg,₹416.85,₹386.81,CleanEarth Jabalpur Recovery Centre 2644,Quoted,21-01-2026 01:56,Jabalpur,Pending
LOT260121008758,CRT,9.0 kg,₹175.02,₹170.70,Circular Bhavnagar Resource Recovery 0246,Quoted,21-01-2026 02:54,Bhavnagar,Pending
LOT260121004727,Mixed Metal,58.94 kg,"₹4,337.05","₹4,378.35",E-Waste Warangal Circular Solutions 2485,Completed,21-01-2026 03:09,Warangal,Paid
LOT260121014773,Glass,8.57 kg,₹100.24,₹92.75,WasteWise Hubballi Materials Recycling 4238,Completed,21-01-2026 03:10,Hubballi,Paid
LOT260121011893,PCB,9.82 kg,"₹5,075.26","₹5,166.46",RecoverX Meerut Circular Solutions 2815,Completed,21-01-2026 03:34,Meerut,Paid
LOT260121003289,PCB,7.82 kg,"₹3,798.98","₹3,823.22",RecyclePro Udaipur Recycling Services 2731,Completed,21-01-2026 03:34,Udaipur,Pending
LOT260121018219,Mixed Metal,63.78 kg,"₹4,311.21","₹4,429.14",CleanEarth Noida Recovery Centre 0544,Quoted,21-01-2026 03:43,Noida,Pending
LOT260121001508,Keyboard,7.97 kg,₹230.79,₹219.13,Circular Bhopal Resource Recovery 4006,Pending Pickup,21-01-2026 04:25,Bhopal,Pending
LOT260121009621,Glass,19.03 kg,₹79.08,₹71.02,RecoverX Kozhikode Circular Solutions 3155,Completed,21-01-2026 05:03,Kozhikode,Paid
LOT260121016862,Cable,22.22 kg,"₹8,015.46","₹8,374.35",GreenMine Rajkot Recovery Centre 0334,Cancelled,21-01-2026 05:24,Rajkot,Not Applicable
LOT260121001249,Washing Machine,59.35 kg,"₹1,862.56","₹1,875.95",RecyclePro Vellore Recycling Services 3291,Completed,21-01-2026 05:48,Vellore,Paid
LOT260121008349,Microwave,9.63 kg,₹245.14,₹224.71,RenewTech Visakhapatnam Green Processing 0287,Cancelled,21-01-2026 05:48,Visakhapatnam,Not Applicable
LOT260121002641,LCD Panel,12.62 kg,₹633.50,₹636.03,EarthLoop Aizawl Recycler Hub 4233,Completed,21-01-2026 05:56,Aizawl,Paid
LOT260121003291,Mixed Metal,41.89 kg,"₹2,200.54","₹2,067.44",Circular Gorakhpur Resource Recovery 2106,Completed,21-01-2026 05:56,Gorakhpur,Paid
LOT260121001896,PCB,1.62 kg,₹648.77,₹627.16,EcoLink Gwalior Collection & Recycling 2910,Cancelled,21-01-2026 05:58,Gwalior,Not Applicable
LOT260121014143,Microwave,9.71 kg,₹136.36,₹139.75,RenewTech Jodhpur Green Processing 2107,Pending Pickup,21-01-2026 06:30,Jodhpur,Pending
LOT260121000716,Mixed Plastic,13.94 kg,₹337.87,₹372.61,E-Waste Jabalpur Circular Solutions 1665,Completed,21-01-2026 06:31,Jabalpur,Partial Payment
LOT260121006624,Keyboard,8.96 kg,₹346.13,₹324.76,EcoCycle Hisar Recycling Services 2741,Completed,21-01-2026 06:45,Hisar,Paid
LOT260121014080,Washing Machine,31.14 kg,₹672.22,₹625.14,RecoverX Gurugram Circular Solutions 0515,Completed,21-01-2026 06:48,Gurugram,Paid
LOT260121004339,Mixed Plastic,17.8 kg,₹145.57,₹138.79,GreenBridge Ludhiana Collection & Recycling 3780,Completed,21-01-2026 06:58,Ludhiana,Paid
LOT260121012698,Mobile,6.71 kg,"₹1,388.03","₹1,287.59",EcoRecover Gurugram Green Processing 3897,Completed,21-01-2026 07:13,Gurugram,Paid
LOT260121002527,Mobile,2.3 kg,₹743.56,₹694.17,GreenLoop Nagpur E-Waste Solutions 4722,Completed,21-01-2026 07:24,Nagpur,Paid
LOT260121006968,Washing Machine,42.21 kg,"₹1,180.73","₹1,163.93",ReTech Rourkela Recycler Hub 2483,Completed,21-01-2026 07:38,Rourkela,Paid
LOT260121001207,Washing Machine,43.62 kg,₹591.43,₹599.52,E-Waste Dhanbad Circular Solutions 2125,Cancelled,21-01-2026 08:06,Dhanbad,Not Applicable
LOT260121016455,Mouse,0.19 kg,₹10.11,₹10.07,CircularGrid Kolkata Sustainable Recycling 4919,Completed,21-01-2026 09:10,Kolkata,Paid
LOT260121009658,CRT,12.92 kg,₹72.65,₹77.07,RecoverX Raipur Circular Solutions 0715,Completed,21-01-2026 09:18,Raipur,Paid
LOT260121005583,Magnet Assembly,1.15 kg,₹130.40,₹119.46,ReTech Aurangabad Recycler Hub 2823,Quoted,21-01-2026 09:29,Aurangabad,Pending
LOT260121000140,LCD Panel,3.35 kg,₹167.81,₹173.12,ScrapSmart Sambalpur Resource Recovery 1416,Pending Pickup,21-01-2026 10:14,Sambalpur,Pending
LOT260121016469,PCB,5.71 kg,"₹2,976.49","₹3,031.29",EarthLoop Siliguri Recycler Hub 1093,Completed,21-01-2026 10:23,Siliguri,Pending
LOT260121008968,Glass,43.89 kg,₹360.76,₹354.21,EcoRecover Nagpur Green Processing 2497,Completed,21-01-2026 10:41,Nagpur,Paid
LOT260121001190,CRT,29.1 kg,₹534.43,₹578.91,GreenCircuit Hyderabad Materials Recycling 0908,Completed,21-01-2026 10:55,Hyderabad,Paid
LOT260121016130,Motor,2.13 kg,₹136.63,₹140.32,EcoRecover Guwahati Green Processing 0837,Completed,21-01-2026 11:21,Guwahati,Paid
LOT260121015512,Mixed Metal,37.05 kg,"₹3,135.42","₹3,009.78",Circular Lucknow Resource Recovery 1806,Completed,21-01-2026 11:50,Lucknow,Paid
LOT260121004214,Mixed Plastic,13.64 kg,₹245.76,₹251.79,EcoLink Rajkot Collection & Recycling 4250,Completed,21-01-2026 11:51,Rajkot,Paid
LOT260121008458,Microwave,20.53 kg,₹510.27,₹519.57,GreenBridge Vellore Collection & Recycling 3380,Completed,21-01-2026 12:13,Vellore,Partial Payment
LOT260121015996,CRT,10.04 kg,₹152.00,₹159.29,GreenMine Nashik Recovery Centre 3034,Completed,21-01-2026 12:16,Nashik,Partial Payment
LOT260121001209,LCD Panel,9.65 kg,₹300.88,₹304.70,RecoverX Gangtok Circular Solutions 2455,Quoted,21-01-2026 12:20,Gangtok,Pending
LOT260121015204,Battery,27.36 kg,"₹2,005.88","₹1,897.86",RecyclePro Durgapur Recycling Services 2491,Completed,21-01-2026 12:21,Durgapur,Paid
LOT260121016774,Mixed Plastic,78.65 kg,"₹2,545.52","₹2,680.78",EarthLoop Agartala Recycler Hub 2273,Completed,21-01-2026 12:48,Agartala,Pending
LOT260121013174,Battery,2.0 kg,₹320.27,₹337.34,EarthLoop Jaipur Recycler Hub 1613,Completed,21-01-2026 13:05,Jaipur,Partial Payment
LOT260121017173,Magnet Assembly,6.63 kg,₹709.42,₹684.33,EcoRecover Visakhapatnam Green Processing 2957,Pending Pickup,21-01-2026 13:16,Visakhapatnam,Pending
LOT260121005365,Glass,36.91 kg,₹403.52,₹411.19,RenewTech Dehradun Green Processing 0667,Completed,21-01-2026 14:05,Dehradun,Paid
LOT260121003041,Glass,19.55 kg,₹133.23,₹126.34,RecoverX Itanagar Circular Solutions 1475,Completed,21-01-2026 14:17,Itanagar,Paid
LOT260121018920,Television,18.27 kg,₹535.11,₹529.96,GreenBridge Jodhpur Collection & Recycling 0060,Completed,21-01-2026 14:24,Jodhpur,Paid
LOT260121016128,Magnet Assembly,5.31 kg,₹704.52,₹661.16,WasteWise Itanagar Materials Recycling 0318,Completed,21-01-2026 14:38,Itanagar,Paid
LOT260121003415,Cable,22.21 kg,"₹8,098.98","₹8,147.36",RenewTech Kolkata Green Processing 0647,Completed,21-01-2026 15:36,Kolkata,Paid
LOT260121009649,Washing Machine,37.32 kg,₹459.55,₹463.77,RecoverX Kanpur Circular Solutions 4655,Handover Confirmed,21-01-2026 15:46,Kanpur,Paid
LOT260121004935,CRT,24.69 kg,₹405.18,₹365.80,E-Waste Jaipur Circular Solutions 0545,Completed,21-01-2026 16:04,Jaipur,Paid
LOT260121014810,Magnet Assembly,12.63 kg,"₹1,499.32","₹1,429.50",WasteWise Prayagraj Materials Recycling 1898,Handover Confirmed,21-01-2026 16:04,Prayagraj,Paid
LOT260121007886,LCD Panel,17.97 kg,"₹1,177.77","₹1,122.15",RenewTech Panaji Green Processing 2367,Completed,21-01-2026 16:22,Panaji,Paid
LOT260121008548,Magnet Assembly,19.2 kg,"₹1,651.00","₹1,758.08",EcoRecover Faridabad Green Processing 4697,Completed,21-01-2026 17:50,Faridabad,Partial Payment
LOT260121007346,Washing Machine,57.27 kg,₹773.27,₹763.37,RecyclePro Shillong Recycling Services 0571,Cancelled,21-01-2026 18:20,Shillong,Not Applicable
LOT260121002824,Cable,5.19 kg,"₹2,109.10","₹1,752.16",EnviroCycle Amritsar E-Waste Solutions 0132,Handover Confirmed,21-01-2026 18:33,Amritsar,Paid
LOT260121009767,Washing Machine,55.1 kg,₹868.35,₹818.73,UrbanRecycle Gaya Sustainable Recycling 1989,Handover Confirmed,21-01-2026 18:33,Gaya,Paid
LOT260121017941,Battery,0.32 kg,₹51.03,₹55.26,WasteWise Bareilly Materials Recycling 3618,Completed,21-01-2026 19:07,Bareilly,Pending
LOT260121017887,Battery,9.1 kg,"₹1,198.40","₹1,148.08",EcoLink Kanpur Collection & Recycling 0650,Handover Confirmed,21-01-2026 19:15,Kanpur,Paid
LOT260121005913,Mixed Plastic,23.89 kg,₹496.44,₹483.27,EcoRecover Itanagar Green Processing 1297,Completed,21-01-2026 19:29,Itanagar,Paid
LOT260121004995,CRT,32.29 kg,₹522.72,₹536.66,RecyclePro Kochi Recycling Services 3331,Pending Pickup,21-01-2026 19:37,Kochi,Pending
LOT260121016292,Glass,33.78 kg,₹271.82,₹297.90,RecoverX Kolhapur Circular Solutions 2735,Completed,21-01-2026 19:37,Kolhapur,Partial Payment
LOT260121013602,Printer,28.44 kg,₹802.96,₹789.82,EcoCycle Aizawl Recycling Services 3521,Quoted,21-01-2026 20:16,Aizawl,Pending
LOT260121004004,Mobile,9.17 kg,"₹1,527.68","₹1,563.44",ReTech Bhopal Recycler Hub 3383,Completed,21-01-2026 20:42,Bhopal,Paid
LOT260121015248,Mouse,1.79 kg,₹116.74,₹131.22,ScrapSmart Agartala Resource Recovery 2896,Completed,21-01-2026 21:15,Agartala,Paid
LOT260121007074,Washing Machine,61.76 kg,₹873.85,₹911.63,WasteWise Faridabad Materials Recycling 3718,Pending Pickup,21-01-2026 21:15,Faridabad,Pending
LOT260121007578,PCB,6.71 kg,"₹3,346.79","₹3,548.20",Circular Gaya Resource Recovery 4926,Cancelled,21-01-2026 21:29,Gaya,Not Applicable
LOT260121019282,Microwave,15.0 kg,₹220.66,₹215.23,GreenBridge Bhavnagar Collection & Recycling 4340,Completed,21-01-2026 21:38,Bhavnagar,Paid
LOT260121010720,Keyboard,0.91 kg,₹14.40,₹15.43,RecyclePro Jaipur Recycling Services 3571,Completed,21-01-2026 22:19,Jaipur,Paid
LOT260121002515,LCD Panel,12.08 kg,₹867.76,₹920.44,ScrapSmart Aizawl Resource Recovery 1296,Cancelled,21-01-2026 22:27,Aizawl,Not Applicable
LOT260121007884,PCB,1.69 kg,₹841.13,₹858.80,E-Waste Itanagar Circular Solutions 4145,Completed,21-01-2026 22:36,Itanagar,Paid
LOT260121010158,CRT,7.63 kg,₹119.43,₹122.03,RecoverX Rajkot Circular Solutions 2915,Completed,21-01-2026 22:39,Rajkot,Partial Payment
LOT260121010799,Mouse,2.66 kg,₹114.16,₹118.48,GreenCircuit Udaipur Materials Recycling 3888,Cancelled,21-01-2026 23:10,Udaipur,Not Applicable
LOT260121019314,Mixed Metal,58.91 kg,"₹3,916.01","₹4,001.01",EcoCycle Asansol Recycling Services 4361,Completed,21-01-2026 23:22,Asansol,Paid
LOT260121004676,Washing Machine,23.29 kg,₹633.10,₹568.16,ScrapSmart Jodhpur Resource Recovery 0416,Completed,21-01-2026 23:25,Jodhpur,Paid
LOT260121007116,CRT,30.24 kg,₹155.55,₹147.82,EcoRecover Mysuru Green Processing 0017,Quoted,21-01-2026 23:45,Mysuru,Pending
LOT260121004492,Mixed Metal,3.16 kg,₹146.49,₹144.80,GreenLoop Jamshedpur E-Waste Solutions 1902,Handover Confirmed,21-01-2026 23:53,Jamshedpur,Paid
LOT260122010960,PCB,7.69 kg,"₹3,463.64","₹3,713.35",E-Waste Hisar Circular Solutions 2385,Pending Pickup,22-01-2026 00:03,Hisar,Pending
LOT260122007097,Glass,3.57 kg,₹37.00,₹41.16,GreenMine Agartala Recovery Centre 1294,Completed,22-01-2026 01:14,Agartala,Paid
LOT260122010411,Magnet Assembly,9.78 kg,"₹1,243.77","₹1,195.54",EnviroCycle Kolhapur E-Waste Solutions 3892,Completed,22-01-2026 01:18,Kolhapur,Paid
LOT260122014469,Microwave,20.26 kg,₹398.45,₹393.55,CleanEarth Salem Recovery Centre 2844,Completed,22-01-2026 01:34,Salem,Paid
LOT260122006329,Keyboard,1.41 kg,₹57.55,₹59.53,RecyclePro Aurangabad Recycling Services 3891,Handover Confirmed,22-01-2026 01:36,Aurangabad,Paid
LOT260122011213,LCD Panel,10.05 kg,₹744.12,₹814.95,EarthLoop Kota Recycler Hub 0813,Completed,22-01-2026 01:48,Kota,Paid
LOT260122000719,Keyboard,6.25 kg,₹258.13,₹262.97,UrbanRecycle Mysuru Sustainable Recycling 0729,Completed,22-01-2026 02:18,Mysuru,Paid
LOT260122014907,Mobile,0.32 kg,₹86.06,₹83.89,CircularGrid Srinagar Sustainable Recycling 4319,Completed,22-01-2026 02:22,Srinagar,Paid
LOT260122008659,Mixed Metal,27.2 kg,₹921.18,"₹1,037.44",EcoCycle Nellore Recycling Services 4801,Handover Confirmed,22-01-2026 03:04,Nellore,Pending
LOT260122003037,Magnet Assembly,14.1 kg,"₹1,828.21","₹1,790.56",CleanEarth Kochi Recovery Centre 1284,Cancelled,22-01-2026 03:31,Kochi,Not Applicable
LOT260122001628,Keyboard,1.8 kg,₹46.41,₹47.28,Circular Hyderabad Resource Recovery 1086,Handover Confirmed,22-01-2026 04:07,Hyderabad,Paid
LOT260122008106,Mixed Plastic,33.35 kg,₹959.10,₹862.61,GreenLoop Roorkee E-Waste Solutions 0522,Quoted,22-01-2026 06:07,Roorkee,Pending
LOT260122015987,Mixed Metal,86.57 kg,"₹3,675.29","₹3,717.50",GreenCircuit Bilaspur Materials Recycling 1428,Completed,22-01-2026 06:12,Bilaspur,Paid
LOT260122007813,Mobile,1.95 kg,₹562.39,₹575.36,Circular Gorakhpur Resource Recovery 0326,Completed,22-01-2026 06:33,Gorakhpur,Paid
LOT260122004721,Microwave,11.83 kg,₹116.51,₹115.67,ReTech Tiruchirappalli Recycler Hub 3023,Completed,22-01-2026 07:13,Tiruchirappalli,Paid
LOT260122002577,LCD Panel,6.22 kg,₹347.21,₹373.85,UrbanRecycle Bilaspur Sustainable Recycling 4009,Quoted,22-01-2026 07:17,Bilaspur,Pending
LOT260122019634,Mixed Metal,65.68 kg,"₹5,442.87","₹5,243.86",RecyclePro Nagpur Recycling Services 4811,Completed,22-01-2026 07:18,Nagpur,Paid
